permit_id,application_number,service_id,region_id,request_date,completion_date,processing_days,status,channel
626,PERM-2024-00626,S2,R5,2024-10-28,2024-10-30,2,Completed,Online Portal
627,PERM-2023-00627,S1,R3,2023-04-03,2023-04-04,1,Completed,Mobile App
628,PERM-2024-00628,S2,R2,2024-11-02,2024-11-04,2,Completed,Online Portal
629,PERM-2023-00629,S3,R2,2023-03-02,,3,Under Review,Online Portal
630,PERM-2024-00630,S3,R2,2024-09-25,2024-09-28,3,Completed,Online Portal
631,PERM-2025-00631,S3,R4,2025-12-10,2025-12-11,1,Completed,Online Portal
632,PERM-2025-00632,S2,R1,2025-10-25,,15,Under Review,Service Center
633,PERM-2024-00633,S2,R1,2024-08-26,2024-09-12,17,Completed,Kiosk
634,PERM-2024-00634,S2,R1,2024-11-12,2024-11-13,1,Completed,Mobile App
635,PERM-2024-00635,S1,R2,2024-06-17,2024-06-18,1,Completed,Online Portal
636,PERM-2025-00636,S2,R2,2025-04-17,2025-05-09,22,Completed,Service Center
637,PERM-2024-00637,S1,R1,2024-10-06,2024-10-07,1,Completed,Mobile App
638,PERM-2023-00638,S2,R1,2023-08-21,2023-08-22,1,Completed,Online Portal
639,PERM-2024-00639,S2,R3,2024-06-07,,13,Under Review,Service Center
640,PERM-2023-00640,S2,R1,2023-12-12,2023-12-14,2,Completed,Mobile App
641,PERM-2025-00641,S3,R2,2025-12-05,2025-12-07,2,Completed,Mobile App
642,PERM-2024-00642,S2,R5,2024-06-29,2024-07-02,3,Completed,Mobile App
643,PERM-2025-00643,S3,R1,2025-03-04,2025-03-06,2,Completed,Online Portal
644,PERM-2023-00644,S1,R1,2023-09-06,2023-09-07,1,Completed,Online Portal
645,PERM-2023-00645,S2,R2,2023-02-16,2023-02-18,2,Completed,Mobile App
646,PERM-2023-00646,S2,R3,2023-08-02,2023-08-04,2,Completed,Online Portal
647,PERM-2023-00647,S2,R1,2023-08-27,2023-08-30,3,Completed,Online Portal
648,PERM-2025-00648,S5,R5,2025-12-15,,9,Under Review,Mobile App
649,PERM-2023-00649,S1,R1,2023-12-16,2023-12-19,3,Completed,Mobile App
650,PERM-2023-00650,S2,R1,2023-04-17,2023-04-18,1,Completed,Online Portal
651,PERM-2025-00651,S2,R2,2025-04-10,2025-04-11,1,Completed,Mobile App
652,PERM-2023-00652,S4,R3,2023-02-17,,21,Under Review,Service Center
653,PERM-2023-00653,S1,R1,2023-12-03,2023-12-04,1,Completed,Mobile App
654,PERM-2025-00654,S3,R3,2025-11-15,2025-11-17,2,Completed,Online Portal
655,PERM-2025-00655,S2,R2,2025-03-14,2025-03-17,3,Completed,Online Portal
656,PERM-2023-00656,S1,R1,2023-01-08,,1,Under Review,Online Portal
657,PERM-2024-00657,S2,R1,2024-09-16,2024-09-19,3,Completed,Online Portal
658,PERM-2024-00658,S2,R3,2024-12-19,2024-12-22,3,Completed,Online Portal
659,PERM-2023-00659,S2,R1,2023-10-30,2023-11-02,3,Rejected,Online Portal
660,PERM-2024-00660,S4,R1,2024-09-30,2024-10-02,2,Completed,Online Portal
661,PERM-2023-00661,S2,R1,2023-02-25,2023-03-17,20,Completed,Service Center
662,PERM-2024-00662,S2,R3,2024-12-26,2024-12-27,1,Completed,Online Portal
663,PERM-2024-00663,S2,R2,2024-06-09,2024-06-10,1,Completed,Mobile App
664,PERM-2024-00664,S1,R2,2024-04-18,2024-04-20,2,Completed,Mobile App
665,PERM-2023-00665,S1,R1,2023-01-28,2023-01-30,2,Completed,Online Portal
666,PERM-2023-00666,S2,R2,2023-03-19,2023-04-01,13,Completed,Service Center
667,PERM-2023-00667,S2,R2,2023-12-31,2024-01-01,1,Completed,Mobile App
668,PERM-2024-00668,S1,R3,2024-10-27,,3,Under Review,Online Portal
669,PERM-2024-00669,S2,R4,2024-06-09,2024-06-11,2,Completed,Mobile App
670,PERM-2024-00670,S2,R1,2024-11-29,2024-12-01,2,Completed,Online Portal
671,PERM-2025-00671,S1,R2,2025-06-01,2025-06-03,2,Completed,Mobile App
672,PERM-2025-00672,S2,R1,2025-10-27,2025-10-29,2,Completed,Online Portal
673,PERM-2025-00673,S1,R1,2025-10-23,2025-11-04,12,Rejected,Service Center
674,PERM-2025-00674,S5,R1,2025-07-07,2025-07-18,11,Completed,Online Portal
675,PERM-2025-00675,S3,R1,2025-01-19,2025-01-21,2,Completed,Mobile App
676,PERM-2023-00676,S2,R1,2023-12-29,2023-12-31,2,Completed,Online Portal
677,PERM-2025-00677,S1,R2,2025-03-16,2025-03-18,2,Completed,Mobile App
678,PERM-2025-00678,S3,R1,2025-01-08,2025-01-10,2,Completed,Mobile App
679,PERM-2025-00679,S3,R2,2025-11-04,2025-11-05,1,Completed,Online Portal
680,PERM-2024-00680,S3,R1,2024-04-29,2024-04-30,1,Completed,Mobile App
681,PERM-2023-00681,S1,R1,2023-01-28,2023-01-31,3,Completed,Online Portal
682,PERM-2024-00682,S2,R2,2024-12-14,2024-12-29,15,Completed,Service Center
683,PERM-2025-00683,S3,R1,2025-11-28,2025-11-30,2,Completed,Online Portal
684,PERM-2023-00684,S2,R1,2023-03-27,2023-04-12,16,Rejected,Service Center
685,PERM-2023-00685,S2,R2,2023-05-06,,14,Under Review,Service Center
686,PERM-2025-00686,S2,R1,2025-03-22,2025-03-23,1,Completed,Online Portal
687,PERM-2024-00687,S2,R1,2024-06-20,2024-06-21,1,Completed,Online Portal
688,PERM-2023-00688,S1,R1,2023-05-25,2023-05-28,3,Completed,Online Portal
689,PERM-2023-00689,S2,R4,2023-01-25,2023-02-10,16,Completed,Service Center
690,PERM-2023-00690,S1,R2,2023-03-08,2023-03-10,2,Completed,Online Portal
691,PERM-2023-00691,S2,R2,2023-08-21,2023-08-22,1,Completed,Mobile App
692,PERM-2023-00692,S1,R2,2023-04-19,,21,Under Review,Service Center
693,PERM-2023-00693,S2,R1,2023-04-21,2023-04-24,3,Completed,Online Portal
694,PERM-2023-00694,S1,R1,2023-08-16,2023-08-19,3,Completed,Mobile App
695,PERM-2023-00695,S2,R2,2023-04-21,2023-04-24,3,Completed,Online Portal
696,PERM-2023-00696,S3,R1,2023-02-03,2023-02-06,3,Rejected,Online Portal
697,PERM-2024-00697,S1,R1,2024-09-14,2024-09-17,3,Completed,Mobile App
698,PERM-2025-00698,S1,R1,2025-01-17,2025-01-18,1,Completed,Online Portal
699,PERM-2024-00699,S1,R1,2024-08-17,2024-08-18,1,Completed,Online Portal
700,PERM-2024-00700,S4,R5,2024-02-29,2024-03-21,21,Rejected,Service Center
701,PERM-2024-00701,S2,R1,2024-09-04,2024-09-06,2,Completed,Online Portal
702,PERM-2024-00702,S2,R1,2024-11-22,2024-12-13,21,Completed,Kiosk
703,PERM-2023-00703,S1,R1,2023-11-11,,18,Under Review,Kiosk
704,PERM-2025-00704,S2,R5,2025-05-26,,3,Under Review,Online Portal
705,PERM-2024-00705,S3,R1,2024-10-23,2024-10-26,3,Completed,Online Portal
706,PERM-2023-00706,S3,R1,2023-10-04,2023-10-06,2,Completed,Mobile App
707,PERM-2024-00707,S2,R2,2024-09-15,2024-09-18,3,Completed,Online Portal
708,PERM-2024-00708,S1,R2,2024-05-30,2024-06-01,2,Completed,Online Portal
709,PERM-2025-00709,S1,R1,2025-04-22,2025-04-25,3,Completed,Mobile App
710,PERM-2023-00710,S1,R1,2023-12-16,2023-12-19,3,Completed,Online Portal
711,PERM-2025-00711,S1,R1,2025-04-02,2025-04-25,23,Completed,Service Center
712,PERM-2025-00712,S1,R1,2025-01-28,,1,Under Review,Online Portal
713,PERM-2025-00713,S1,R1,2025-06-17,2025-06-19,2,Completed,Online Portal
714,PERM-2023-00714,S2,R1,2023-08-31,,3,Under Review,Online Portal
715,PERM-2024-00715,S5,R1,2024-06-26,,29,Under Review,Kiosk
716,PERM-2025-00716,S2,R1,2025-11-29,2025-12-02,3,Completed,Mobile App
717,PERM-2023-00717,S3,R2,2023-08-17,2023-09-06,20,Completed,Service Center
718,PERM-2024-00718,S2,R5,2024-07-01,2024-07-02,1,Completed,Online Portal
719,PERM-2025-00719,S1,R2,2025-07-08,2025-07-10,2,Completed,Online Portal
720,PERM-2023-00720,S2,R1,2023-01-06,2023-01-07,1,Completed,Online Portal
721,PERM-2024-00721,S1,R1,2024-04-12,2024-04-13,1,Completed,Online Portal
722,PERM-2023-00722,S2,R4,2023-03-16,2023-03-17,1,Completed,Mobile App
723,PERM-2023-00723,S2,R1,2023-01-04,2023-01-07,3,Completed,Mobile App
724,PERM-2024-00724,S5,R1,2024-10-07,2024-10-17,10,Completed,Online Portal
725,PERM-2023-00725,S1,R2,2023-04-28,2023-05-16,18,Completed,Service Center
726,PERM-2025-00726,S1,R2,2025-05-30,2025-06-01,2,Completed,Online Portal
727,PERM-2024-00727,S5,R2,2024-05-18,2024-06-13,26,Completed,Kiosk
728,PERM-2025-00728,S1,R1,2025-08-04,2025-08-06,2,Completed,Online Portal
729,PERM-2024-00729,S2,R1,2024-07-27,2024-07-30,3,Completed,Online Portal
730,PERM-2023-00730,S2,R5,2023-07-13,,2,Under Review,Online Portal
731,PERM-2025-00731,S3,R1,2025-04-26,2025-04-29,3,Completed,Online Portal
732,PERM-2024-00732,S5,R2,2024-12-15,2024-12-26,11,Completed,Mobile App
733,PERM-2025-00733,S5,R2,2025-11-15,2025-11-24,9,Completed,Online Portal
734,PERM-2023-00734,S1,R2,2023-06-22,,3,Under Review,Online Portal
735,PERM-2023-00735,S3,R1,2023-11-22,2023-11-24,2,Completed,Mobile App
736,PERM-2025-00736,S2,R1,2025-04-15,2025-04-17,2,Completed,Mobile App
737,PERM-2024-00737,S2,R2,2024-12-24,,20,Under Review,Service Center
738,PERM-2023-00738,S1,R3,2023-08-13,2023-08-14,1,Completed,Online Portal
739,PERM-2024-00739,S2,R4,2024-06-15,2024-06-18,3,Completed,Mobile App
740,PERM-2023-00740,S5,R1,2023-04-23,2023-05-03,10,Completed,Mobile App
741,PERM-2023-00741,S4,R1,2023-05-20,2023-05-21,1,Completed,Online Portal
742,PERM-2024-00742,S2,R4,2024-07-12,2024-07-13,1,Completed,Online Portal
743,PERM-2023-00743,S1,R2,2023-01-01,2023-01-03,2,Completed,Online Portal
744,PERM-2023-00744,S2,R3,2023-03-31,2023-04-03,3,Completed,Online Portal
745,PERM-2024-00745,S3,R1,2024-10-15,2024-10-16,1,Completed,Online Portal
746,PERM-2023-00746,S2,R2,2023-11-16,2023-11-17,1,Completed,Online Portal
747,PERM-2023-00747,S2,R2,2023-05-19,2023-05-22,3,Completed,Mobile App
748,PERM-2025-00748,S1,R2,2025-04-24,,3,Under Review,Mobile App
749,PERM-2023-00749,S2,R1,2023-09-16,2023-10-11,25,Rejected,Kiosk
750,PERM-2025-00750,S2,R1,2025-06-20,2025-06-22,2,Completed,Mobile App
751,PERM-2024-00751,S5,R2,2024-11-20,2024-11-30,10,Completed,Online Portal
752,PERM-2023-00752,S2,R1,2023-01-10,2023-01-29,19,Rejected,Service Center
753,PERM-2023-00753,S2,R1,2023-09-18,2023-10-08,20,Rejected,Service Center
754,PERM-2023-00754,S2,R4,2023-06-21,2023-06-24,3,Completed,Online Portal
755,PERM-2025-00755,S1,R1,2025-06-16,2025-06-19,3,Completed,Mobile App
756,PERM-2023-00756,S5,R3,2023-01-13,2023-02-13,31,Completed,Kiosk
757,PERM-2023-00757,S2,R1,2023-11-17,2023-11-18,1,Completed,Mobile App
758,PERM-2023-00758,S2,R2,2023-11-25,2023-12-17,22,Completed,Service Center
759,PERM-2025-00759,S2,R5,2025-02-23,2025-02-26,3,Completed,Online Portal
760,PERM-2025-00760,S2,R1,2025-02-15,2025-02-16,1,Completed,Online Portal
761,PERM-2025-00761,S2,R1,2025-06-29,2025-06-30,1,Completed,Online Portal
762,PERM-2023-00762,S2,R1,2023-11-14,2023-11-15,1,Completed,Mobile App
763,PERM-2023-00763,S1,R1,2023-08-24,2023-09-08,15,Rejected,Service Center
764,PERM-2023-00764,S2,R2,2023-11-30,2023-12-23,23,Completed,Kiosk
765,PERM-2024-00765,S1,R4,2024-01-11,2024-01-14,3,Completed,Online Portal
766,PERM-2024-00766,S2,R1,2024-08-10,2024-08-12,2,Completed,Online Portal
767,PERM-2024-00767,S1,R1,2024-05-27,2024-06-16,20,Completed,Service Center
768,PERM-2025-00768,S2,R1,2025-07-06,2025-07-08,2,Completed,Mobile App
769,PERM-2025-00769,S3,R2,2025-05-22,2025-05-23,1,Completed,Online Portal
770,PERM-2023-00770,S4,R1,2023-09-27,2023-09-30,3,Completed,Online Portal
771,PERM-2025-00771,S2,R2,2025-03-08,,2,Under Review,Mobile App
772,PERM-2024-00772,S2,R2,2024-12-25,2024-12-28,3,Completed,Mobile App
773,PERM-2023-00773,S1,R2,2023-01-05,2023-01-07,2,Completed,Online Portal
774,PERM-2025-00774,S2,R1,2025-04-30,2025-05-02,2,Completed,Online Portal
775,PERM-2023-00775,S3,R2,2023-03-19,2023-04-09,21,Rejected,Kiosk
776,PERM-2024-00776,S1,R1,2024-07-27,,2,Under Review,Mobile App
777,PERM-2023-00777,S2,R1,2023-05-12,2023-05-13,1,Completed,Online Portal
778,PERM-2024-00778,S3,R3,2024-08-23,2024-08-25,2,Completed,Online Portal
779,PERM-2025-00779,S4,R2,2025-12-01,2025-12-02,1,Completed,Mobile App
780,PERM-2023-00780,S1,R1,2023-03-30,2023-04-02,3,Completed,Online Portal
781,PERM-2024-00781,S2,R1,2024-02-06,2024-02-09,3,Completed,Online Portal
782,PERM-2023-00782,S1,R1,2023-10-23,2023-10-26,3,Completed,Mobile App
783,PERM-2024-00783,S1,R1,2024-09-07,2024-09-09,2,Completed,Online Portal
784,PERM-2025-00784,S4,R1,2025-03-10,2025-03-13,3,Completed,Mobile App
785,PERM-2024-00785,S3,R1,2024-02-26,2024-02-29,3,Completed,Online Portal
786,PERM-2025-00786,S3,R1,2025-11-12,,1,Under Review,Mobile App
787,PERM-2024-00787,S1,R2,2024-07-28,2024-07-31,3,Completed,Online Portal
788,PERM-2023-00788,S3,R2,2023-05-23,2023-05-26,3,Completed,Online Portal
789,PERM-2025-00789,S2,R2,2025-09-19,2025-09-21,2,Completed,Online Portal
790,PERM-2024-00790,S2,R1,2024-10-26,2024-11-07,12,Completed,Service Center
791,PERM-2023-00791,S2,R4,2023-05-25,2023-06-15,21,Rejected,Service Center
792,PERM-2025-00792,S1,R3,2025-10-03,,3,Under Review,Online Portal
793,PERM-2024-00793,S3,R3,2024-05-17,2024-05-19,2,Completed,Mobile App
794,PERM-2025-00794,S2,R3,2025-03-31,2025-04-02,2,Completed,Mobile App
795,PERM-2023-00795,S1,R4,2023-04-14,2023-05-06,22,Rejected,Kiosk
796,PERM-2025-00796,S1,R1,2025-11-28,2025-11-29,1,Completed,Online Portal
797,PERM-2023-00797,S1,R1,2023-07-17,2023-07-19,2,Completed,Mobile App
798,PERM-2024-00798,S1,R2,2024-08-01,2024-08-02,1,Completed,Online Portal
799,PERM-2024-00799,S2,R2,2024-01-26,2024-01-29,3,Completed,Online Portal
800,PERM-2024-00800,S3,R2,2024-07-07,2024-07-26,19,Completed,Kiosk
801,PERM-2025-00801,S1,R1,2025-11-04,2025-11-07,3,Completed,Mobile App
802,PERM-2024-00802,S1,R1,2024-04-22,2024-04-24,2,Completed,Online Portal
803,PERM-2025-00803,S2,R1,2025-07-11,2025-07-14,3,Completed,Online Portal
804,PERM-2024-00804,S3,R4,2024-02-24,2024-02-26,2,Completed,Mobile App
805,PERM-2023-00805,S2,R2,2023-06-06,2023-06-09,3,Completed,Mobile App
806,PERM-2024-00806,S2,R1,2024-07-03,2024-07-04,1,Completed,Online Portal
807,PERM-2025-00807,S2,R1,2025-10-17,2025-11-09,23,Completed,Kiosk
808,PERM-2025-00808,S1,R1,2025-09-23,2025-09-24,1,Completed,Online Portal
809,PERM-2025-00809,S1,R3,2025-08-08,2025-08-10,2,Completed,Online Portal
810,PERM-2023-00810,S2,R2,2023-10-16,2023-10-29,13,Completed,Service Center
811,PERM-2023-00811,S2,R2,2023-07-15,2023-07-16,1,Completed,Online Portal
812,PERM-2024-00812,S2,R1,2024-08-20,2024-08-21,1,Completed,Online Portal
813,PERM-2024-00813,S2,R2,2024-05-31,2024-06-02,2,Completed,Mobile App
814,PERM-2025-00814,S2,R1,2025-05-14,2025-05-31,17,Rejected,Service Center
815,PERM-2025-00815,S1,R2,2025-03-16,2025-03-17,1,Completed,Online Portal
816,PERM-2025-00816,S2,R1,2025-03-25,2025-04-17,23,Completed,Service Center
817,PERM-2023-00817,S1,R1,2023-08-16,2023-08-17,1,Completed,Mobile App
818,PERM-2023-00818,S1,R2,2023-08-04,2023-08-06,2,Completed,Online Portal
819,PERM-2025-00819,S2,R4,2025-08-05,2025-08-06,1,Completed,Mobile App
820,PERM-2023-00820,S3,R1,2023-01-15,2023-01-16,1,Completed,Online Portal
821,PERM-2023-00821,S5,R3,2023-02-16,2023-02-25,9,Completed,Online Portal
822,PERM-2023-00822,S2,R1,2023-11-20,2023-11-22,2,Completed,Mobile App
823,PERM-2025-00823,S1,R1,2025-04-23,2025-05-07,14,Completed,Kiosk
824,PERM-2023-00824,S1,R1,2023-05-10,2023-05-12,2,Completed,Online Portal
825,PERM-2023-00825,S3,R1,2023-04-05,2023-04-08,3,Completed,Online Portal
826,PERM-2024-00826,S2,R1,2024-09-18,2024-09-21,3,Completed,Online Portal
827,PERM-2025-00827,S2,R1,2025-01-24,2025-01-25,1,Completed,Online Portal
828,PERM-2025-00828,S3,R1,2025-03-04,2025-03-06,2,Completed,Online Portal
829,PERM-2023-00829,S2,R4,2023-03-10,2023-03-13,3,Completed,Online Portal
830,PERM-2023-00830,S3,R1,2023-01-11,2023-01-14,3,Completed,Mobile App
831,PERM-2025-00831,S1,R2,2025-05-21,2025-05-24,3,Completed,Online Portal
832,PERM-2024-00832,S2,R1,2024-07-03,2024-07-04,1,Completed,Online Portal
833,PERM-2024-00833,S3,R2,2024-12-12,,16,Under Review,Service Center
834,PERM-2023-00834,S1,R1,2023-01-23,,22,Under Review,Service Center
835,PERM-2025-00835,S2,R1,2025-03-25,2025-03-28,3,Completed,Online Portal
836,PERM-2023-00836,S2,R1,2023-12-12,2023-12-14,2,Completed,Online Portal
837,PERM-2023-00837,S5,R1,2023-10-29,2023-11-09,11,Completed,Mobile App
838,PERM-2023-00838,S1,R1,2023-12-29,2023-12-30,1,Completed,Online Portal
839,PERM-2024-00839,S2,R2,2024-01-31,,3,Under Review,Online Portal
840,PERM-2023-00840,S1,R3,2023-08-06,2023-08-09,3,Completed,Mobile App
841,PERM-2023-00841,S2,R3,2023-05-21,2023-05-23,2,Completed,Online Portal
842,PERM-2025-00842,S1,R2,2025-08-15,2025-08-18,3,Completed,Online Portal
843,PERM-2025-00843,S1,R1,2025-09-11,2025-09-12,1,Completed,Online Portal
844,PERM-2025-00844,S2,R1,2025-09-19,2025-09-22,3,Completed,Online Portal
845,PERM-2025-00845,S4,R1,2025-04-07,2025-04-09,2,Completed,Online Portal
846,PERM-2024-00846,S1,R1,2024-11-13,2024-12-03,20,Completed,Kiosk
847,PERM-2025-00847,S1,R1,2025-09-30,2025-10-01,1,Completed,Online Portal
848,PERM-2023-00848,S3,R1,2023-12-22,2023-12-24,2,Completed,Online Portal
849,PERM-2025-00849,S2,R1,2025-10-04,2025-10-05,1,Completed,Online Portal
850,PERM-2025-00850,S4,R1,2025-06-06,,22,Under Review,Service Center
851,PERM-2023-00851,S1,R3,2023-05-07,2023-05-10,3,Completed,Mobile App
852,PERM-2025-00852,S2,R2,2025-10-05,2025-10-08,3,Completed,Online Portal
853,PERM-2024-00853,S1,R1,2024-08-26,2024-09-11,16,Rejected,Service Center
854,PERM-2025-00854,S1,R4,2025-10-10,2025-10-12,2,Completed,Online Portal
855,PERM-2023-00855,S2,R4,2023-02-20,2023-02-21,1,Completed,Online Portal
856,PERM-2025-00856,S2,R1,2025-11-18,2025-11-21,3,Completed,Online Portal
857,PERM-2025-00857,S3,R1,2025-02-17,2025-02-20,3,Completed,Online Portal
858,PERM-2025-00858,S2,R1,2025-03-24,2025-03-25,1,Completed,Online Portal
859,PERM-2024-00859,S2,R4,2024-02-24,2024-02-27,3,Completed,Mobile App
860,PERM-2025-00860,S2,R3,2025-09-09,2025-09-12,3,Completed,Online Portal
861,PERM-2025-00861,S5,R1,2025-04-04,2025-04-14,10,Completed,Mobile App
862,PERM-2025-00862,S1,R1,2025-10-21,,2,Under Review,Online Portal
863,PERM-2024-00863,S1,R2,2024-07-20,2024-07-22,2,Completed,Online Portal
864,PERM-2024-00864,S2,R1,2024-01-06,2024-01-08,2,Completed,Online Portal
865,PERM-2025-00865,S2,R1,2025-07-24,2025-08-08,15,Completed,Service Center
866,PERM-2024-00866,S1,R3,2024-10-22,2024-10-25,3,Completed,Online Portal
867,PERM-2025-00867,S4,R2,2025-08-26,2025-08-29,3,Completed,Mobile App
868,PERM-2023-00868,S1,R3,2023-07-21,2023-07-22,1,Completed,Online Portal
869,PERM-2023-00869,S4,R3,2023-11-09,2023-11-10,1,Completed,Online Portal
870,PERM-2023-00870,S1,R2,2023-04-27,2023-04-30,3,Completed,Online Portal
871,PERM-2025-00871,S2,R1,2025-07-25,2025-07-28,3,Completed,Online Portal
872,PERM-2024-00872,S4,R2,2024-07-28,2024-07-29,1,Completed,Online Portal
873,PERM-2023-00873,S1,R1,2023-09-01,2023-09-03,2,Completed,Online Portal
874,PERM-2024-00874,S5,R2,2024-06-20,2024-06-30,10,Completed,Mobile App
875,PERM-2023-00875,S2,R1,2023-03-16,2023-03-18,2,Completed,Online Portal
876,PERM-2024-00876,S5,R2,2024-01-21,2024-02-01,11,Completed,Mobile App
877,PERM-2024-00877,S2,R1,2024-04-19,,1,Under Review,Online Portal
878,PERM-2024-00878,S2,R1,2024-02-22,2024-02-25,3,Completed,Mobile App
879,PERM-2023-00879,S1,R1,2023-12-13,2023-12-16,3,Completed,Mobile App
880,PERM-2024-00880,S2,R1,2024-10-01,2024-10-04,3,Completed,Online Portal
881,PERM-2025-00881,S1,R2,2025-07-27,2025-07-29,2,Completed,Online Portal
882,PERM-2025-00882,S1,R2,2025-08-12,2025-08-13,1,Completed,Mobile App
883,PERM-2025-00883,S1,R1,2025-05-25,,12,Under Review,Service Center
884,PERM-2025-00884,S2,R1,2025-02-01,2025-02-04,3,Completed,Online Portal
885,PERM-2024-00885,S3,R1,2024-10-25,2024-10-26,1,Completed,Online Portal
886,PERM-2023-00886,S1,R1,2023-01-25,,12,Under Review,Service Center
887,PERM-2024-00887,S1,R1,2024-12-10,2024-12-11,1,Completed,Online Portal
888,PERM-2023-00888,S2,R3,2023-06-26,,1,Under Review,Mobile App
889,PERM-2023-00889,S1,R1,2023-10-12,2023-10-14,2,Completed,Online Portal
890,PERM-2023-00890,S1,R1,2023-03-04,2023-03-07,3,Completed,Online Portal
891,PERM-2025-00891,S1,R1,2025-09-29,2025-10-01,2,Completed,Mobile App
892,PERM-2024-00892,S5,R1,2024-10-23,2024-11-02,10,Completed,Mobile App
893,PERM-2024-00893,S3,R1,2024-10-27,2024-10-29,2,Completed,Online Portal
894,PERM-2023-00894,S2,R2,2023-06-05,2023-06-06,1,Completed,Online Portal
895,PERM-2025-00895,S2,R1,2025-12-08,2025-12-10,2,Completed,Mobile App
896,PERM-2025-00896,S2,R1,2025-08-24,2025-08-26,2,Completed,Mobile App
897,PERM-2025-00897,S2,R1,2025-04-28,2025-05-01,3,Completed,Online Portal
898,PERM-2024-00898,S2,R1,2024-11-19,2024-11-21,2,Completed,Mobile App
899,PERM-2023-00899,S2,R1,2023-05-28,2023-05-30,2,Completed,Mobile App
900,PERM-2023-00900,S1,R4,2023-12-08,2023-12-11,3,Completed,Mobile App
901,PERM-2024-00901,S1,R2,2024-04-20,2024-04-21,1,Completed,Mobile App
902,PERM-2025-00902,S2,R2,2025-12-22,2025-12-24,2,Completed,Online Portal
903,PERM-2024-00903,S4,R1,2024-07-14,2024-07-15,1,Completed,Mobile App
904,PERM-2023-00904,S2,R1,2023-11-23,2023-11-24,1,Completed,Mobile App
905,PERM-2025-00905,S3,R1,2025-09-16,2025-09-19,3,Completed,Online Portal
906,PERM-2023-00906,S5,R2,2023-08-03,2023-08-14,11,Completed,Online Portal
907,PERM-2024-00907,S1,R2,2024-03-10,,3,Under Review,Online Portal
908,PERM-2025-00908,S2,R1,2025-08-09,2025-08-11,2,Completed,Mobile App
909,PERM-2024-00909,S2,R1,2024-12-23,2024-12-25,2,Completed,Online Portal
910,PERM-2023-00910,S5,R1,2023-02-01,2023-02-12,11,Completed,Mobile App
911,PERM-2024-00911,S5,R3,2024-10-31,2024-11-22,22,Completed,Service Center
912,PERM-2023-00912,S2,R2,2023-10-12,2023-10-15,3,Completed,Mobile App
913,PERM-2024-00913,S1,R1,2024-03-04,2024-03-29,25,Rejected,Service Center
914,PERM-2023-00914,S3,R1,2023-10-13,2023-10-29,16,Completed,Kiosk
915,PERM-2025-00915,S1,R2,2025-11-08,2025-11-10,2,Completed,Online Portal
916,PERM-2023-00916,S3,R1,2023-01-18,2023-01-20,2,Completed,Mobile App
917,PERM-2025-00917,S4,R1,2025-02-07,2025-02-09,2,Completed,Online Portal
918,PERM-2024-00918,S2,R1,2024-08-12,,15,Under Review,Service Center
919,PERM-2025-00919,S2,R2,2025-10-06,2025-10-08,2,Completed,Online Portal
920,PERM-2023-00920,S2,R1,2023-07-13,2023-08-05,23,Completed,Kiosk
921,PERM-2024-00921,S2,R1,2024-05-16,2024-05-18,2,Completed,Mobile App
922,PERM-2025-00922,S2,R3,2025-09-14,2025-09-15,1,Completed,Mobile App
923,PERM-2023-00923,S3,R1,2023-04-24,2023-04-26,2,Completed,Online Portal
924,PERM-2025-00924,S5,R1,2025-08-04,2025-08-13,9,Completed,Online Portal
925,PERM-2025-00925,S5,R1,2025-04-10,2025-04-19,9,Completed,Mobile App
926,PERM-2025-00926,S1,R1,2025-07-13,2025-07-15,2,Rejected,Online Portal
927,PERM-2023-00927,S4,R2,2023-02-24,2023-03-09,13,Completed,Service Center
928,PERM-2025-00928,S2,R1,2025-03-10,2025-03-12,2,Completed,Online Portal
929,PERM-2025-00929,S1,R1,2025-02-16,2025-02-17,1,Completed,Mobile App
930,PERM-2023-00930,S1,R2,2023-06-11,2023-06-14,3,Completed,Online Portal
931,PERM-2023-00931,S1,R2,2023-03-28,2023-03-31,3,Completed,Mobile App
932,PERM-2023-00932,S4,R2,2023-02-24,2023-02-27,3,Completed,Mobile App
933,PERM-2025-00933,S2,R1,2025-10-28,2025-10-29,1,Completed,Online Portal
934,PERM-2025-00934,S2,R1,2025-04-12,2025-04-15,3,Completed,Online Portal
935,PERM-2023-00935,S1,R2,2023-11-09,2023-11-11,2,Completed,Online Portal
936,PERM-2025-00936,S2,R1,2025-01-28,2025-01-31,3,Completed,Mobile App
937,PERM-2024-00937,S1,R3,2024-03-18,2024-03-19,1,Completed,Mobile App
938,PERM-2023-00938,S2,R3,2023-11-24,2023-11-27,3,Completed,Mobile App
939,PERM-2025-00939,S2,R3,2025-12-13,2025-12-16,3,Completed,Mobile App
940,PERM-2025-00940,S1,R1,2025-01-30,2025-02-01,2,Completed,Online Portal
941,PERM-2024-00941,S3,R1,2024-08-01,2024-08-03,2,Completed,Online Portal
942,PERM-2025-00942,S1,R2,2025-12-10,2025-12-11,1,Completed,Online Portal
943,PERM-2025-00943,S2,R1,2025-10-03,2025-10-04,1,Completed,Online Portal
944,PERM-2023-00944,S2,R1,2023-04-06,,18,Under Review,Kiosk
945,PERM-2025-00945,S2,R3,2025-03-24,2025-04-07,14,Rejected,Service Center
946,PERM-2024-00946,S1,R3,2024-05-05,2024-05-06,1,Completed,Online Portal
